pdb,reactivity,0,pdbid,biological_unit,unit
4X2Q,High,reduced_4x2q.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,4X2Q,TETRAMERIC,MULTIMERIC
6ALJ,High,reduced_6alj.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,6ALJ,TETRAMERIC,MULTIMERIC
3UO9,High,reduced_3uo9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,3UO9,TETRAMERIC,MULTIMERIC
5HL1,High,reduced_5hl1.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,5HL1,TETRAMERIC,MULTIMERIC
5UQE,High,reduced_5uqe.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,5UQE,TETRAMERIC,MULTIMERIC
5UQE,High,reduced_5uqe.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,5UQE,TETRAMERIC,MULTIMERIC
5WJ6,High,,,,NA
3VP4,High,reduced_3vp4.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,3VP4,TETRAMERIC,MULTIMERIC
4O7D,High,reduced_4o7d.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,4O7D,TETRAMERIC,MULTIMERIC
5JYO,High,reduced_5jyo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5JYO,MONOMERIC,MONOMERIC
5JYO,High,reduced_5jyo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5JYO,MONOMERIC,MONOMERIC
5JYO,High,reduced_5jyo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5JYO,MONOMERIC,MONOMERIC
5YTO,High,reduced_5yto.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5YTO,DIMERIC,DIMERIC
5JYO,High,reduced_5jyo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5JYO,MONOMERIC,MONOMERIC
5JYO,High,reduced_5jyo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5JYO,MONOMERIC,MONOMERIC
5JYO,High,reduced_5jyo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5JYO,MONOMERIC,MONOMERIC
5JYO,High,reduced_5jyo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5JYO,MONOMERIC,MONOMERIC
5JYO,High,reduced_5jyo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,5JYO,TETRAMERIC,MULTIMERIC
5JYO,High,reduced_5jyo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,5JYO,TETRAMERIC,MULTIMERIC
7QJ3,High,,,,NA
5XTC,High,reduced_5xtc.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 29-MERIC,5XTC,29-MERIC,MULTIMERIC
7QJ2,High,,,,NA
4U4P,High,reduced_4u4p.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4U4P,DIMERIC,DIMERIC
7QJ1,High,,,,NA
2NUT,High,reduced_2nut.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,2NUT,TRIMERIC,MULTIMERIC
5VNL,High,reduced_5vnl.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,5VNL,TRIMERIC,MULTIMERIC
5VNL,High,reduced_5vnl.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,5VNL,TRIMERIC,MULTIMERIC
7QJ0,High,,,,NA
5JYO,High,reduced_5jyo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5JYO,MONOMERIC,MONOMERIC
5YUL,High,reduced_5yul.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5YUL,DIMERIC,DIMERIC
5YUL,High,reduced_5yul.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5YUL,DIMERIC,DIMERIC
5YUL,High,reduced_5yul.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5YUL,DIMERIC,DIMERIC
3B97,High,reduced_3b97.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3B97,DIMERIC,DIMERIC
3B97,High,reduced_3b97.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3B97,DIMERIC,DIMERIC
6ZHE,High,,,,NA
1HLV,High,reduced_1hlv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,1HLV,TRIMERIC,MULTIMERIC
1MEK,High,reduced_1mek.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1MEK,MONOMERIC,MONOMERIC
1X5C,High,reduced_1x5c.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1X5C,MONOMERIC,MONOMERIC
3UEM,High,reduced_3uem.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3UEM,MONOMERIC,MONOMERIC
4EKZ,High,reduced_4ekz.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4EKZ,MONOMERIC,MONOMERIC
6I7S,High,reduced_6i7s.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6I7S,DIMERIC,DIMERIC
6I7S,High,reduced_6i7s.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6I7S,DIMERIC,DIMERIC
1LYB,High,,,,NA
4OD9,High,reduced_4od9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,4OD9,TETRAMERIC,MULTIMERIC
5N5N,High,reduced_5n5n.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DODECAMERIC,5N5N,DODECAMERIC,MULTIMERIC
1CSB,High,reduced_1csb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1CSB,DIMERIC,DIMERIC
2PSN,High,reduced_2psn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2PSN,DIMERIC,DIMERIC
1CSB,High,reduced_1csb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1CSB,DIMERIC,DIMERIC
1GMY,High,reduced_1gmy.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1GMY,MONOMERIC,MONOMERIC
1GMY,High,reduced_1gmy.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1GMY,MONOMERIC,MONOMERIC
3K9M,High,reduced_3k9m.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3K9M,DIMERIC,DIMERIC
3K9M,High,reduced_3k9m.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3K9M,DIMERIC,DIMERIC
3PBH,High,reduced_3pbh.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3PBH,MONOMERIC,MONOMERIC
5MBL,High,reduced_5mbl.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5MBL,DIMERIC,DIMERIC
6AY2,High,reduced_6ay2.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6AY2,MONOMERIC,MONOMERIC
6AY2,High,reduced_6ay2.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6AY2,MONOMERIC,MONOMERIC
6GQ3,High,reduced_6gq3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6GQ3,MONOMERIC,MONOMERIC
6GQ3,High,reduced_6gq3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6GQ3,MONOMERIC,MONOMERIC
6ZHA,High,,,,NA
3EXE,High,reduced_3exe.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,3EXE,TETRAMERIC,MULTIMERIC
3EXE,High,reduced_3exe.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,3EXE,TETRAMERIC,MULTIMERIC
6CER,High,reduced_6cer.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,6CER,TETRAMERIC,MULTIMERIC
1GMY,High,reduced_1gmy.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1GMY,MONOMERIC,MONOMERIC
7QJ6,High,,,,NA
2PSN,High,reduced_2psn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2PSN,DIMERIC,DIMERIC
1I0E,High,reduced_1i0e.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1I0E,DIMERIC,DIMERIC
5YUL,High,reduced_5yul.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5YUL,DIMERIC,DIMERIC
5YUL,High,reduced_5yul.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5YUL,DIMERIC,DIMERIC
3ECW,High,reduced_3ecw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3ECW,DIMERIC,DIMERIC
3ECW,High,reduced_3ecw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3ECW,DIMERIC,DIMERIC
3LTV,High,reduced_3ltv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3LTV,DIMERIC,DIMERIC
3LTV,High,reduced_3ltv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3LTV,DIMERIC,DIMERIC
3LTV,High,reduced_3ltv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3LTV,DIMERIC,DIMERIC
6FOI,High,reduced_6foi.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6FOI,DIMERIC,DIMERIC
6FOI,High,reduced_6foi.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6FOI,DIMERIC,DIMERIC
6FOI,High,reduced_6foi.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6FOI,DIMERIC,DIMERIC
6FOI,High,reduced_6foi.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6FOI,DIMERIC,DIMERIC
6FOI,High,reduced_6foi.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6FOI,DIMERIC,DIMERIC
6FOI,High,reduced_6foi.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6FOI,DIMERIC,DIMERIC
7NFC,High,,,,NA
1I0E,High,reduced_1i0e.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1I0E,DIMERIC,DIMERIC
7LT3,High,,,,NA
1HMP,High,reduced_1hmp.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,1HMP,TETRAMERIC,MULTIMERIC
7K1N,High,,,,NA
6D9H,High,reduced_6d9h.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,6D9H,TETRAMERIC,MULTIMERIC
7K1K,High,,,,NA
3N80,High,reduced_3n80.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,3N80,TETRAMERIC,MULTIMERIC
3N80,High,reduced_3n80.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,3N80,TETRAMERIC,MULTIMERIC
7K1J,High,,,,NA
6IBE,High,reduced_6ibe.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6IBE,MONOMERIC,MONOMERIC
4KWG,High,reduced_4kwg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,4KWG,TETRAMERIC,MULTIMERIC
7K0Y,High,,,,NA
5L13,High,reduced_5l13.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,5L13,TETRAMERIC,MULTIMERIC
5L13,High,reduced_5l13.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,5L13,TETRAMERIC,MULTIMERIC
1I0E,High,reduced_1i0e.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1I0E,DIMERIC,DIMERIC
1I0E,High,reduced_1i0e.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,1I0E,DIMERIC,DIMERIC
1BZY,High,reduced_1bzy.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,1BZY,TETRAMERIC,MULTIMERIC
6CER,High,reduced_6cer.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,6CER,TETRAMERIC,MULTIMERIC
7QJ9,High,,,,NA
7SD0,High,reduced_7sd0.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,7SD0,TRIMERIC,MULTIMERIC
6KAG,High,reduced_6kag.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,6KAG,TRIMERIC,MULTIMERIC
7KTP,High,reduced_7ktp.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,7KTP,TETRAMERIC,MULTIMERIC
7KSR,High,reduced_7ksr.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,7KSR,TETRAMERIC,MULTIMERIC
7KSO,High,reduced_7kso.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,7KSO,HEXAMERIC,MULTIMERIC
5GJQ,High,reduced_5gjq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 48-MERIC,5GJQ,48-MERIC,MULTIMERIC
6WKR,High,reduced_6wkr.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTADECAMERIC,6WKR,OCTADECAMERIC,MULTIMERIC
5T0H,High,reduced_5t0h.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 32-MERIC,5T0H,32-MERIC,MULTIMERIC
7SUD,High,,,,NA
5VFT,High,reduced_5vft.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 46-MERIC,5VFT,46-MERIC,MULTIMERIC
6ZH6,High,,,,NA
2I4I,High,reduced_2i4i.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2I4I,MONOMERIC,MONOMERIC
4PX9,High,reduced_4px9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4PX9,MONOMERIC,MONOMERIC
4PX9,High,reduced_4px9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4PX9,MONOMERIC,MONOMERIC
4PX9,High,reduced_4px9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4PX9,MONOMERIC,MONOMERIC
5E7I,High,reduced_5e7i.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5E7I,MONOMERIC,MONOMERIC
5E7I,High,reduced_5e7i.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5E7I,MONOMERIC,MONOMERIC
5E7I,High,reduced_5e7i.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5E7I,MONOMERIC,MONOMERIC
6O5F,High,reduced_6o5f.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,6O5F,TETRAMERIC,MULTIMERIC
3WZU,High,,,,NA
6IB0,High,,,,NA
6QFL,High,,,,NA
6QFT,High,,,,NA
6QG7,High,,,,NA
6QHO,High,,,,NA
6QHR,High,,,,NA
5B2K,High,reduced_5b2k.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5B2K,MONOMERIC,MONOMERIC
5FA5,High,,,,NA
7B5N,High,reduced_7b5n.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,7B5N,HEXAMERIC,MULTIMERIC
7RYC,High,reduced_7ryc.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: PENTAMERIC,7RYC,PENTAMERIC,MULTIMERIC
7KTR,High,reduced_7ktr.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: UNDECAMERIC,7KTR,UNDECAMERIC,MULTIMERIC
7SID,High,reduced_7sid.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,7SID,TETRAMERIC,MULTIMERIC
6XU2,High,reduced_6xu2.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6XU2,DIMERIC,DIMERIC
6XTE,High,reduced_6xte.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6XTE,DIMERIC,DIMERIC
4BYF,High,reduced_4byf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4BYF,DIMERIC,DIMERIC
4BYF,High,reduced_4byf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4BYF,DIMERIC,DIMERIC
6XOG,High,reduced_6xog.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,6XOG,TRIMERIC,MULTIMERIC
5L4K,High,reduced_5l4k.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DODECAMERIC,5L4K,DODECAMERIC,MULTIMERIC
7D73,High,reduced_7d73.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DODECAMERIC,7D73,DODECAMERIC,MULTIMERIC
5LN3,High,reduced_5ln3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 32-MERIC,5LN3,32-MERIC,MULTIMERIC
7MW1,High,reduced_7mw1.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,7MW1,DIMERIC,DIMERIC
5T0G,High,reduced_5t0g.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 32-MERIC,5T0G,32-MERIC,MULTIMERIC
7MW1,High,reduced_7mw1.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,7MW1,DIMERIC,DIMERIC
5T0I,High,reduced_5t0i.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 32-MERIC,5T0I,32-MERIC,MULTIMERIC
7R5S,High,reduced_7r5s.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEPTADECAMERIC,7R5S,HEPTADECAMERIC,MULTIMERIC
5T0J,High,reduced_5t0j.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 32-MERIC,5T0J,32-MERIC,MULTIMERIC
7PB8,High,reduced_7pb8.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: PENTAMERIC,7PB8,PENTAMERIC,MULTIMERIC
5VFR,High,reduced_5vfr.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 46-MERIC,5VFR,46-MERIC,MULTIMERIC
7NA7,High,reduced_7na7.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,7NA7,HEXAMERIC,MULTIMERIC
7BV7,High,reduced_7bv7.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,7BV7,TRIMERIC,MULTIMERIC
6UPR,High,reduced_6upr.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6UPR,DIMERIC,DIMERIC
5VHF,High,,,,NA
6UPQ,High,reduced_6upq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6UPQ,DIMERIC,DIMERIC
5VHH,High,,,,NA
6UPA,High,reduced_6upa.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6UPA,DIMERIC,DIMERIC
5VHI,High,,,,NA
7M6J,High,reduced_7m6j.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,7M6J,HEXAMERIC,MULTIMERIC
5VHS,High,,,,NA
3CJK,High,reduced_3cjk.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3CJK,MONOMERIC,MONOMERIC
3CJK,High,reduced_3cjk.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3CJK,MONOMERIC,MONOMERIC
3IWL,High,reduced_3iwl.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3IWL,MONOMERIC,MONOMERIC
4YDX,High,reduced_4ydx.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4YDX,MONOMERIC,MONOMERIC
5OHO,High,,,,NA
6EQY,High,,,,NA
5VGZ,High,,,,NA
7KH0,High,reduced_7kh0.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEPTAMERIC,7KH0,HEPTAMERIC,MULTIMERIC
2IGP,High,reduced_2igp.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2IGP,MONOMERIC,MONOMERIC
6X18,High,reduced_6x18.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,6X18,HEXAMERIC,MULTIMERIC
2YPS,High,reduced_2yps.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2YPS,MONOMERIC,MONOMERIC
5F0J,High,,,,NA
6FXR,High,reduced_6fxr.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6FXR,DIMERIC,DIMERIC
7EGG,High,reduced_7egg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEPTAMERIC,7EGG,HEPTAMERIC,MULTIMERIC
2N3K,High,reduced_2n3k.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2N3K,DIMERIC,DIMERIC
2NCZ,High,reduced_2ncz.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2NCZ,DIMERIC,DIMERIC
3A1J,High,reduced_3a1j.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,3A1J,TRIMERIC,MULTIMERIC
3G65,High,reduced_3g65.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,3G65,TRIMERIC,MULTIMERIC
4RHP,High,reduced_4rhp.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4RHP,DIMERIC,DIMERIC
6AWL,High,,,,NA
6DEW,High,reduced_6dew.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6DEW,MONOMERIC,MONOMERIC
6DEW,High,reduced_6dew.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6DEW,MONOMERIC,MONOMERIC
6DEW,High,reduced_6dew.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6DEW,MONOMERIC,MONOMERIC
6DEW,High,reduced_6dew.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6DEW,MONOMERIC,MONOMERIC
2YPS,High,reduced_2yps.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2YPS,MONOMERIC,MONOMERIC
6DEW,High,reduced_6dew.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6DEW,MONOMERIC,MONOMERIC
7D46,High,reduced_7d46.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DECAMERIC,7D46,DECAMERIC,MULTIMERIC
2WA5,High,reduced_2wa5.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2WA5,MONOMERIC,MONOMERIC
3FER,High,reduced_3fer.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3FER,MONOMERIC,MONOMERIC
3FER,High,reduced_3fer.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3FER,MONOMERIC,MONOMERIC
3FER,High,reduced_3fer.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3FER,MONOMERIC,MONOMERIC
3FER,High,reduced_3fer.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3FER,MONOMERIC,MONOMERIC
7D45,High,reduced_7d45.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: UNDECAMERIC,7D45,UNDECAMERIC,MULTIMERIC
7D44,High,reduced_7d44.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DODECAMERIC,7D44,DODECAMERIC,MULTIMERIC
5IFE,High,reduced_5ife.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,5IFE,TETRAMERIC,MULTIMERIC
3KN5,High,reduced_3kn5.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3KN5,MONOMERIC,MONOMERIC
3KN5,High,reduced_3kn5.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3KN5,MONOMERIC,MONOMERIC
4F91,High,reduced_4f91.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4F91,MONOMERIC,MONOMERIC
4KIT,High,reduced_4kit.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4KIT,DIMERIC,DIMERIC
5URJ,High,reduced_5urj.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5URJ,MONOMERIC,MONOMERIC
6DEW,High,reduced_6dew.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6DEW,MONOMERIC,MONOMERIC
7QE7,High,reduced_7qe7.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 21-MERIC,7QE7,21-MERIC,MULTIMERIC
2YPS,High,reduced_2yps.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2YPS,MONOMERIC,MONOMERIC
